query-id	corpus-id	score
8695846-1	25068422	1
8695846-1	27380960	1
8695924-1	19487930	1
8695924-2	19487930	1
8696155-1	21593262	1
8696182-1	28178776	1
8696182-1	14582925	1
8696182-1	22052890	1
8696182-2	28178776	1
8696182-2	14582925	1
8696182-2	22052890	1
8696182-3	28178776	1
8696182-3	14582925	1
8696182-3	22052890	1
8696256-1	28495807	1
8696256-1	31562797	1
8698451-1	32303484	1
8698474-1	15500647	1
8698474-1	30576704	1
8698474-1	8772778	1
8698542-1	32515160	1
8698542-1	31405742	1
8698542-1	26311600	1
8698542-1	28257334	1
8698877-1	27899611	1
8698877-1	8395349	1
8698877-1	9398852	1
8699357-1	12153825	1
8699357-1	29340590	1
8699499-1	9348699	1
8699499-1	25634466	1
8699499-2	9348699	1
8699499-2	25634466	1
8699499-3	9348699	1
8699499-3	25634466	1
8699610-1	22464009	1
8699610-1	2238017	1
8699610-1	19368760	1
8699610-1	11309452	1
8699610-1	27449996	1
8699839-1	25135998	1
8699839-1	23423742	1
8699918-1	32609376	1
8699959-1	28715459	1
8699959-1	32986618	1
8700017-1	8589714	1
8700032-1	29450393	1
8700032-1	21044119	1
8700032-1	29923966	1
8700032-1	33024307	1
8700032-1	26725107	1
8700032-1	34235871	1
8700032-2	29450393	1
8700032-2	21044119	1
8700032-2	29923966	1
8700032-2	33024307	1
8700032-2	26725107	1
8700032-2	34235871	1
8700032-3	29450393	1
8700032-3	21044119	1
8700032-3	29923966	1
8700032-3	33024307	1
8700032-3	26725107	1
8700032-3	34235871	1
8700032-4	29450393	1
8700032-4	21044119	1
8700032-4	29923966	1
8700032-4	33024307	1
8700032-4	26725107	1
8700032-4	34235871	1
8700032-5	29450393	1
8700032-5	21044119	1
8700032-5	29923966	1
8700032-5	33024307	1
8700032-5	26725107	1
8700032-5	34235871	1
8700269-1	22566562	1
8700269-1	15088154	1
8700269-1	19443134	1
8700269-1	24326626	1
8700269-1	8862875	1
8700269-1	16109590	1
8700269-1	24180693	1
8700269-1	17034017	1
8700269-1	20152292	1
8700269-2	22566562	1
8700269-2	15088154	1
8700269-2	19443134	1
8700269-2	24326626	1
8700269-2	8862875	1
8700269-2	16109590	1
8700269-2	24180693	1
8700269-2	17034017	1
8700269-2	20152292	1
8700299-1	30529504	1
8700368-1	16647894	1
8700459-1	23623721	1
8700459-1	31112942	1
8700459-1	11425067	1
8700459-1	19442295	1
8700459-1	31880271	1
8700459-1	30392600	1
8700490-1	33128474	1
8700593-1	26411967	1
8700622-1	10425309	1
8700622-1	15558270	1
8700649-1	30334435	1
8700649-1	22384801	1
8700649-1	29455471	1
8700649-2	30334435	1
8700649-2	22384801	1
8700649-2	29455471	1
8700649-3	30334435	1
8700649-3	22384801	1
8700649-3	29455471	1
8700649-4	30334435	1
8700649-4	22384801	1
8700649-4	29455471	1
8700686-1	29996921	1
8700686-1	34397868	2
8700686-1	11579681	1
8700689-1	19179952	1
8700985-1	27799391	1
8700985-2	27799391	1
8701003-1	26502716	1
8701011-1	15563938	1
8701011-1	26414292	1
8701011-1	9892789	1
8701011-1	25881250	2
8701660-1	33268430	1
8701660-1	33857406	1
8701660-1	33306130	1
8701878-1	30055078	1
8701878-1	27456465	1
8701878-1	25972378	1
8701878-2	30055078	1
8701878-2	27456465	1
8701878-2	25972378	1
8701878-3	30055078	1
8701878-3	27456465	1
8701878-3	25972378	1
8701891-1	22517427	1
8701891-1	19387015	1
8701891-1	32239807	2
8702017-1	18094142	1
8702017-2	18094142	1
8702083-1	2264015	1
8702215-1	28261977	1
8702215-1	28306229	1
8702215-1	33305890	1
8702215-1	30474650	1
8702359-1	33386907	1
8702361-1	27472567	1
8702361-1	20403301	1
8408423-1	20626434	1
8408423-1	30179067	1
8646964-1	24938654	1
8647807-1	32109013	1
8649078-1	28529185	1
8649078-1	7110242	1
8649078-1	26373316	1
8649078-1	18491965	1
8649079-1	7091046	1
8649079-1	20085516	1
8649209-1	27323708	1
8649573-1	29471919	1
8649573-2	29471919	1
8649573-3	29471919	1
8649573-4	29471919	1
8649573-5	29471919	1
8649573-6	29471919	1
8654052-1	26824208	1
8654052-1	16450768	1
8654059-1	10437619	1
8654064-1	20228779	1
8654078-1	32283980	1
8654078-1	28212835	1
8654078-1	32091414	1
8654078-1	31986261	1
8654092-1	18822706	1
8654092-1	20584320	1
8654092-1	2644979	1
8654094-1	29145277	1
8654106-1	20378561	1
8654109-1	32179660	1
8654109-2	32179660	1
8654114-1	3658362	1
8654114-1	17076943	1
8654134-1	18548976	1
8654134-1	26932524	1
8654134-1	11980602	1
8654136-1	17105496	1
8654137-1	8695624	1
8654143-1	33011335	1
8654145-1	12525204	1
8654145-1	20417588	1
8654145-1	2013724	1
8654145-1	7627092	1
8654339-1	32598831	1
8654339-2	32598831	1
8654339-3	32598831	1
8654339-4	32598831	1
8654339-5	32598831	1
8654419-1	27814469	1
8655043-1	32876695	1
8655486-1	9258572	1
8656134-1	24090799	1
8656134-1	27175719	1
8658045-1	17207858	1
8671581-1	25583206	1
8672569-1	8684800	1
8672569-1	25372332	1
8672569-1	25322466	1
8672589-1	18650514	1
8672614-1	31311002	1
8672614-1	31345630	1
8672614-1	26091204	1
8674092-1	27613008	1
8674092-1	33127574	1
8674092-1	28602886	1
8674386-1	26386370	1
8674393-1	17940626	2
8675093-1	8394176	1
8675093-1	25922879	1
8675093-2	8394176	1
8675093-2	25922879	1
8675093-3	8394176	1
8675093-3	25922879	1
8675273-1	27438846	1
8678078-1	28152039	1
8678079-1	11689789	1
8678079-2	11689789	1
8678082-1	29248665	1
8678082-1	21427100	1
8678082-2	29248665	1
8678082-2	21427100	1
8683162-1	21976604	1
8683162-1	32703332	1
7451506-1	27529763	1
7451506-1	20952294	1
7451506-1	17875653	1
7451506-1	27650955	1
7451506-1	17873898	1
7451506-1	1370611	1
7451506-1	24430434	1
7947878-1	28062612	1
7947878-1	30107028	1
7947878-1	32485169	1
7947878-2	28062612	1
7947878-2	30107028	1
7947878-2	32485169	1
7947878-3	28062612	1
7947878-3	30107028	1
7947878-3	32485169	1
7947878-4	28062612	1
7947878-4	30107028	1
7947878-4	32485169	1
8650748-1	32622375	1
8650807-1	25299286	1
8650807-1	25575710	1
8652043-1	32555424	1
8654626-1	31916607	1
8654626-1	32133196	1
8654626-1	26460662	1
8666159-1	11210953	1
8668042-1	9266303	1
8668042-1	24172778	1
8668043-1	9040713	1
8668043-1	3556059	1
8668047-1	15549156	1
8668146-1	31266497	2
8668258-1	28416511	1
8675448-1	26074743	1
8677888-1	3626212	1
8677888-2	3626212	1
8677896-1	29925869	1
8677896-1	31754893	1
8677896-1	33950970	2
8677896-2	29925869	1
8677896-2	31754893	1
8677896-2	33950970	2
8677899-1	31111262	1
8677945-1	29548957	1
8677960-1	18688168	1
8677961-1	22929009	1
8677974-1	34107198	1
8677974-1	33952445	1
8677974-2	34107198	1
8677974-2	33952445	1
8677986-1	29107626	1
8677986-1	28438713	1
8677990-1	28727481	1
8678009-1	28988443	1
8678009-1	20015755	1
8678019-1	8760007	1
8678019-2	8760007	1
8678027-1	17699278	1
8678027-1	34343225	1
8679662-1	28486486	1
8680034-1	25118811	1
8680034-1	22214910	1
8680034-2	25118811	1
8680034-2	22214910	1
8680036-1	30021480	1
8680036-1	20887970	1
8680036-1	10684382	1
8680036-1	17660077	1
8680040-1	9262983	1
8680040-1	20808297	1
8680048-1	32130098	1
8680372-1	16886148	1
8680372-1	29545414	1
8680372-2	16886148	1
8680372-2	29545414	1
8680372-3	16886148	1
8680372-3	29545414	1
8683699-1	2299584	1
8683699-1	30726409	1
8684064-1	33577103	1
8684121-1	19714384	1
8684161-1	17319857	1
8684161-1	20564117	1
8684194-1	30704641	1
8684204-1	20837968	1
8684204-1	19845007	1
8684306-1	12095813	1
8684306-1	6716167	1
8684306-2	12095813	1
8684306-2	6716167	1
8684306-3	12095813	1
8684306-3	6716167	1
8684330-1	29266255	1
8684352-1	18097457	1
8684360-1	15977639	1
8684438-1	22714640	1
8684438-1	26373316	1
8684541-1	30864509	1
8684541-2	30864509	1
8684541-3	30864509	1
8684541-4	30864509	1
8684581-1	20860898	1
8684581-1	27769635	1
8684581-1	7793388	1
8684629-1	24846840	1
8684629-1	15621807	1
8684637-1	32111641	1
8684643-1	23857548	1
8684656-1	30910575	1
8684656-1	29749453	1
8684656-1	21784903	1
8684656-1	32551898	1
8684656-1	28931870	1
8684807-1	19318653	1
8684816-1	25489887	1
8684816-1	16510746	1
8685408-1	21187314	1
8685408-1	8096277	1
8685408-1	22157130	1
8685408-1	30446630	1
8685408-2	21187314	1
8685408-2	8096277	1
8685408-2	22157130	1
8685408-2	30446630	1
8685498-1	28870461	1
8685498-1	19910033	1
8685498-1	19839977	1
8685498-1	15753888	1
8685498-1	17504817	1
8685498-1	24337046	1
8685724-1	26077742	1
8685724-1	21561042	1
8685724-1	9756090	1
8686214-1	34930175	2
8686241-1	9370177	1
8686241-1	32193649	1
8686241-1	15054393	1
8686241-1	12163497	1
8686261-1	26502716	1
8686295-1	6500548	1
8686295-1	34930250	2
8686295-2	6500548	1
8686295-2	34930250	2
8686295-3	6500548	1
8686295-3	34930250	2
8686371-1	11596700	1
8686371-1	10663283	1
8686371-1	30144169	1
8686539-1	25201409	1
8686567-1	26162677	1
8686569-1	3472649	1
8686569-1	24505123	1
8686569-1	25852265	1
8686580-1	16735131	1
8686580-1	7560104	1
8686586-1	34924025	2
8686604-1	30388391	1
8686613-1	34930187	2
8686613-2	34930187	2
8686832-1	11359211	1
8686832-1	28416821	1
8687820-1	26666926	1
8687828-1	3561931	1
8687828-1	3323982	1
8687828-1	26215739	2
8687841-1	25126843	1
8687844-1	1750432	1
8687844-1	14557425	1
8571988-1	18490230	1
8571990-1	22999069	2
8571990-1	18201695	1
8710040-1	33972046	1
8718394-1	21546438	1
8718394-1	34090171	1
8718405-1	21425345	1
8718405-1	31298698	1
8718405-1	15211531	1
8718405-1	28587690	1
8718503-1	2683400	1
8718503-1	34053913	1
8718503-1	31916607	1
8718503-1	31034574	1
8718506-1	25627830	1
8718506-1	17132719	1
8718547-1	33065085	1
8718638-1	29442540	1
8718638-1	29908324	1
8718648-1	28213478	1
8718678-1	30415043	1
8718702-1	10809934	1
8718702-1	34339563	1
8718908-1	26391351	1
8718908-1	8601623	1
8718908-1	11072595	1
8718908-1	19955044	1
8719313-1	29076656	1
8719313-1	23493876	1
8719982-1	31274491	1
8719983-1	31821788	1
8719986-1	29367388	1
6000309-1	11675203	1
6000673-1	8037289	1
6000835-1	33297519	1
6000835-1	7654429	1
6000836-1	8989792	1
6000836-1	23412183	2
6000840-1	32185493	1
6000840-1	32856210	1
6000843-1	18923871	1
6000848-1	20840769	1
6000869-1	10598139	1
6000869-1	24164390	1
6000869-1	14694301	1
6000869-1	12204065	1
6000869-1	17701913	1
6000873-1	29455650	1
6000876-1	16608819	1
6000876-1	16734873	1
6000878-1	20376784	1
6000879-1	31824748	1
6000912-1	6409851	1
6000912-1	22226565	1
6000912-1	6372457	1
6000912-1	3153014	1
6000913-1	22926175	1
6001027-1	29898784	2
6001049-1	2884621	1
6001049-1	738725	1
6001049-1	25747126	1
6001174-1	2201791	1
6001686-1	18980798	1
6001695-1	17101008	1
6002327-1	11807361	1
6002328-1	21353459	1
6002785-1	8757000	1
6002801-1	29901638	2
6002987-1	21042802	1
6002987-1	25230555	1
6002987-1	18204756	1
6003039-1	23047823	1
6003133-1	34457215	1
6003150-1	25924855	1
6003150-1	11005901	1
6003150-1	16700741	1
6003150-1	21196691	1
6003150-1	19489930	1
6003150-1	34281141	2
6003150-1	22238991	1
6003150-2	25924855	1
6003150-2	11005901	1
6003150-2	16700741	1
6003150-2	21196691	1
6003150-2	19489930	1
6003150-2	34281141	2
6003150-2	22238991	1
6003275-1	28332488	1
6003275-1	17021318	1
6003275-1	34655434	1
6003786-1	9503191	1
6003787-1	25644071	1
6003790-1	17441662	1
6003790-1	15930539	1
6003790-2	17441662	1
6003790-2	15930539	1
6003790-3	17441662	1
6003790-3	15930539	1
6003790-4	17441662	1
6003790-4	15930539	1
6003790-5	17441662	1
6003790-5	15930539	1
6003790-6	17441662	1
6003790-6	15930539	1
6003790-7	17441662	1
6003790-7	15930539	1
6003790-8	17441662	1
6003790-8	15930539	1
6003790-9	17441662	1
6003790-9	15930539	1
6003795-1	11391180	1
6003796-1	26682597	1
6003800-1	10840148	1
6003800-1	20166270	1
6003800-2	10840148	1
6003800-2	20166270	1
6003802-1	835053	1
6003805-1	21482916	1
6003897-1	25805957	1
6004088-1	12648968	1
6004088-1	18327412	1
6004288-1	206094	1
6004288-1	15446583	1
6004288-1	11717547	1
6004288-1	25527206	1
6005095-1	12716328	1
6005277-1	25107911	1
6005277-1	1531325	1
6005277-2	25107911	1
6005277-2	1531325	1
6005278-1	11885351	1
6005278-1	8576345	1
6005281-1	22031097	1
6005283-1	27587491	1
6005289-1	2149003	1
6005289-1	8491309	1
6005289-1	12173229	1
6005294-1	21193785	1
6005294-1	9654601	1
6005304-1	17594986	1
6005892-1	26573691	1
6005892-1	26403538	1
6005892-1	25454802	1
6005995-1	16733869	1
6005995-1	18612797	1
6005995-1	21656309	1
6005995-1	12375753	1
6006004-1	12477745	1
6006004-1	4066988	1
6006242-1	25466943	1
6006242-1	19249681	1
6006666-1	33407633	2
6006706-1	27899578	1
6006706-1	21979897	1
6006706-1	26973128	1
6006709-1	24630879	1
6006723-1	18026724	1
6006723-1	8383276	1
6006723-1	15816029	1
6006740-1	12050282	1
6006740-1	16830052	1
6006788-1	30972571	1
6006788-1	34910720	1
6006788-1	22556080	1
6006841-1	27746415	1
6006841-1	27090545	1
6006841-1	29914537	2
6006918-1	3314758	1
6006918-1	1548712	1
6006918-2	3314758	1
6006918-2	1548712	1
6006941-1	15243564	1
6007005-1	23529939	1
6007058-1	20808297	1
6007444-1	15191950	1
6007444-1	20195147	1
6007447-1	1992865	1
6007497-1	22124545	1
6008505-1	18482369	1
6008534-1	30488117	1
6008534-1	12849487	1
6008614-1	29332407	1
6008675-1	1739240	1
6008689-1	22137442	1
6008691-1	18642010	1
6008691-1	3121527	1
6008691-1	18486900	1
6008769-1	30788612	1
6008769-2	30788612	1
6008794-1	15322421	1
6008794-1	2527341	1
6008794-1	27314757	1
6008806-1	23565309	1
6008881-1	9437340	1
6008881-1	23863818	1
6008890-1	20956221	1
6008890-1	25771500	1
6008890-2	20956221	1
6008890-2	25771500	1
6008944-1	28675419	1
6008944-2	28675419	1
6008944-3	28675419	1
6008945-1	31505092	1
6009022-1	16966020	1
6009022-1	27532148	1
6009024-1	17545294	1
6009024-1	16125398	1
6009036-1	24770829	1
6009975-1	1283118	1
6010360-1	18376092	1
6010465-1	26839307	1
6010516-1	23420139	1
6010516-1	31945408	1
6010516-1	32892503	1
6010516-2	23420139	1
6010516-2	31945408	1
6010516-2	32892503	1
6010554-1	15995885	1
6010554-1	1372196	1
6010806-1	24862226	1
6011099-1	11049992	1
6011100-1	14578298	1
6011113-1	10946340	1
6011113-1	23619748	1
6011113-1	23062142	1
6011113-1	14560479	1
6011115-1	28957842	1
6011124-1	25504856	1
6011125-1	26373316	1
6011128-1	1728367	1
6011133-1	10732270	1
6011133-1	8379804	1
6011134-1	22324271	1
6011134-1	12187153	1
6011161-1	28899125	1
6011161-1	25628291	1
6011162-1	22460532	1
6011163-1	24732162	1
6011163-1	31899452	1
6011163-1	34360499	1
6011163-1	28642230	1
6011165-1	23767209	1
6011167-1	15952443	1
6011169-1	19846137	1
6011170-1	22815320	1
6011174-1	9193454	1
6011201-1	24848524	1
6011201-1	10484024	1
6011201-1	25512176	1
6011251-1	17335680	1
6011332-1	24773319	1
6011335-1	9669341	1
6011335-1	21282016	1
6011335-1	9060104	1
6011335-1	29925410	2
6011350-1	15241166	1
6011350-1	1449934	1
6011475-1	25792574	1
6011843-1	24095597	1
6012632-1	26078561	1
6013867-1	17949429	1
6013943-1	26112642	1
6013953-1	29929470	2
6013965-1	28522344	1
6013965-1	25483393	1
6013965-1	32981026	1
6013977-1	33218365	2
6013977-1	1976459	1
6013977-1	28145909	1
6013977-1	7450756	1
6014015-1	25651787	1
6014015-1	27696107	1
6014478-1	21800092	1
6014478-1	29573576	2
6014478-2	21800092	1
6014478-2	29573576	2
6014478-3	21800092	1
6014478-3	29573576	2
6014500-1	11694962	1
6014500-1	28330422	2
6014577-1	9400466	1
6015456-1	11167967	1
6015456-1	24129063	1
6015461-1	22056036	1
6015595-1	11061259	1
6015595-1	11071202	1
6015595-1	27723821	1
6015595-1	7241781	1
6015668-1	16983604	1
6015668-1	23505079	1
6015668-1	17984813	1
6015673-1	23070221	1
6015673-1	2182260	1
6015681-1	2258964	1
6015681-1	22491539	1
6015681-1	12891106	1
6015681-1	448778	1
6015681-1	7661682	1
6015694-1	22893885	1
6015696-1	7433331	1
6015701-1	19208484	1
6015701-1	7729121	1
6015702-1	27611115	1
6015711-1	11834841	1
6015711-1	20408937	1
6015715-1	28315800	1
6015717-1	3652893	1
6015717-1	661383	1
6015717-2	3652893	1
6015717-2	661383	1
6015989-1	27697972	1
6015993-1	25045781	1
6015993-2	25045781	1
6015995-1	17451560	1
6015995-1	16772838	1
6015996-1	25580605	1
6016001-1	8089280	1
6016151-1	21326807	1
6016151-1	19636007	1
6016156-1	12169754	1
6016157-1	1209815	1
6016165-1	17222339	1
6016165-1	18070843	1
6016165-1	7804674	1
6016173-1	12064838	1
6016175-1	27343332	1
6016216-1	23569349	1
6016220-1	3589332	1
6016220-1	15028325	1
6016224-1	23319187	1
6016228-1	26468699	1
6016228-1	24495437	1
6016228-1	25432551	1
6016228-1	26613650	1
6016228-1	16984837	1
6016228-1	23361625	1
6016228-1	27182849	1
6016228-1	17446786	1
6016228-2	26468699	1
6016228-2	24495437	1
6016228-2	25432551	1
6016228-2	26613650	1
6016228-2	16984837	1
6016228-2	23361625	1
6016228-2	27182849	1
6016228-2	17446786	1
6016423-1	28558660	1
6016423-1	27532864	1
6016423-1	19491552	1
6016639-1	4025007	1
6016850-1	16511634	1
6016850-1	11445623	1
6016850-1	12177380	1
6017127-1	23540594	1
6018091-1	22358457	1
6018091-1	24651015	1
6018091-1	18985363	1
6018093-1	18703546	1
6018135-1	25924855	1
6018135-1	21667056	1
6018135-1	25227161	2
6018445-1	26486769	1
6018445-1	22920705	1
6018445-1	27653269	2
6018445-1	16924155	1
6018529-1	26327445	1
6018529-1	21976768	1
6018529-1	32552393	2
6018529-2	26327445	1
6018529-2	21976768	1
6018529-2	32552393	2
6018529-3	26327445	1
6018529-3	21976768	1
6018529-3	32552393	2
6018529-4	26327445	1
6018529-4	21976768	1
6018529-4	32552393	2
6018596-1	19506979	1
6018767-1	16876553	1
6018767-1	25997873	1
6019205-1	26864360	1
6019205-1	23599910	1
6019205-1	26745253	1
6019205-2	26864360	1
6019205-2	23599910	1
6019205-2	26745253	1
6019205-3	26864360	1
6019205-3	23599910	1
6019205-3	26745253	1
6019218-1	12794821	1
6019221-1	17630158	1
6019233-1	26732008	1
6019330-1	27262772	1
6019330-1	11071610	1
6019330-1	32451727	1
6019331-1	23726770	1
6019431-1	27236750	1
6019431-1	25859752	1
6019431-1	23878316	1
6019439-1	23055548	1
6019439-1	27291485	1
6019596-1	16335651	1
6019666-1	2780900	1
6020092-1	8024358	1
6020209-1	25260306	1
6020209-1	18650514	1
6020209-1	24232581	1
6020209-2	25260306	1
6020209-2	18650514	1
6020209-2	24232581	1
6020209-3	25260306	1
6020209-3	18650514	1
6020209-3	24232581	1
6020227-1	22503529	2
6020227-1	17599974	1
6020266-1	11771667	1
6020266-1	22863190	1
6020266-1	27491424	1
6020266-1	27380894	1
6020266-2	11771667	1
6020266-2	22863190	1
6020266-2	27491424	1
6020266-2	27380894	1
6020266-3	11771667	1
6020266-3	22863190	1
6020266-3	27491424	1
6020266-3	27380894	1
6020266-4	11771667	1
6020266-4	22863190	1
6020266-4	27491424	1
6020266-4	27380894	1
6020266-5	11771667	1
6020266-5	22863190	1
6020266-5	27491424	1
6020266-5	27380894	1
6020266-6	11771667	1
6020266-6	22863190	1
6020266-6	27491424	1
6020266-6	27380894	1
6020266-7	11771667	1
6020266-7	22863190	1
6020266-7	27491424	1
6020266-7	27380894	1
6020284-1	23956205	1
6020304-1	15629618	1
6020350-1	9845153	1
6020350-1	18728551	1
6020389-1	10744091	1
6020456-1	20674419	1
6020476-1	11466464	1
6020476-1	10926236	1
6020478-1	30298302	1
6020480-1	20521238	1
6020480-1	26809266	1
6020493-1	9580099	1
6020502-1	21976602	1
6020502-1	3006602	1
6020510-1	18087170	1
6020510-1	24767880	1
6020510-1	22344777	1
6020512-1	24657417	1
6020512-1	17163421	1
6020512-1	22819920	1
6020648-1	22901574	1
6021183-1	20358246	1
6021337-1	22831987	1
6021337-1	20435835	1
6022254-1	16886148	1
6022254-1	20578465	1
6022254-1	15315840	1
6022271-1	24131689	1
6022295-1	24507439	1
6022295-1	22068684	1
6022295-2	24507439	1
6022295-2	22068684	1
6022295-3	24507439	1
6022295-3	22068684	1
6022295-4	24507439	1
6022295-4	22068684	1
6022295-5	24507439	1
6022295-5	22068684	1
6022295-6	24507439	1
6022295-6	22068684	1
6022300-1	18548299	1
6022300-1	9893240	1
6022304-1	22045784	1
6022304-1	23380473	1
6022317-1	31636136	1
6022317-1	26373316	1
6022338-1	18203942	1
6022445-1	18556371	1
6022445-1	29954334	2
6022486-1	28237867	1
6022486-1	26122000	1
6022698-1	19239994	1
6022698-1	29381947	1
6022698-1	29131761	1
6022698-1	19123935	1
6022978-1	20849802	1
6023302-1	11005226	1
6023302-1	22584717	1
6023324-1	3531237	1
6023324-1	26673735	1
6023324-1	8486939	1
6023324-1	23470960	1
6023324-1	17928580	1
6023324-1	8989928	1
6023324-2	3531237	1
6023324-2	26673735	1
6023324-2	8486939	1
6023324-2	23470960	1
6023324-2	17928580	1
6023324-2	8989928	1
6023324-3	3531237	1
6023324-3	26673735	1
6023324-3	8486939	1
6023324-3	23470960	1
6023324-3	17928580	1
6023324-3	8989928	1
6023324-4	3531237	1
6023324-4	26673735	1
6023324-4	8486939	1
6023324-4	23470960	1
6023324-4	17928580	1
6023324-4	8989928	1
6023324-5	3531237	1
6023324-5	26673735	1
6023324-5	8486939	1
6023324-5	23470960	1
6023324-5	17928580	1
6023324-5	8989928	1
6023324-6	3531237	1
6023324-6	26673735	1
6023324-6	8486939	1
6023324-6	23470960	1
6023324-6	17928580	1
6023324-6	8989928	1
6023324-7	3531237	1
6023324-7	26673735	1
6023324-7	8486939	1
6023324-7	23470960	1
6023324-7	17928580	1
6023324-7	8989928	1
6023324-8	3531237	1
6023324-8	26673735	1
6023324-8	8486939	1
6023324-8	23470960	1
6023324-8	17928580	1
6023324-8	8989928	1
6023324-9	3531237	1
6023324-9	26673735	1
6023324-9	8486939	1
6023324-9	23470960	1
6023324-9	17928580	1
6023324-9	8989928	1
6023325-1	21462769	1
6023325-2	21462769	1
6023325-3	21462769	1
6023335-1	11429025	1
6023385-1	6982979	1
6023516-1	26656321	1
6023661-1	23625614	1
6023661-1	27155741	1
6023661-1	23890870	1
6023661-1	29901634	2
6023666-1	24890303	1
6023666-2	24890303	1
6023680-1	16085614	1
6023680-1	20570103	1
6023702-1	25651787	1
6023704-1	24501096	1
6023704-1	21368699	1
6023704-1	32819895	1
6023720-1	24925538	1
6023823-1	28140453	1
6023823-1	29901596	2
6023843-1	12742958	1
6023852-1	17211796	1
6023877-1	1626280	1
6023877-1	15124018	1
6024069-1	10228154	1
6024093-1	29901586	2
6024161-1	25083953	1
6024161-1	22218512	1
6024479-1	12432111	1
6024813-1	33974064	1
6024875-1	20665500	1
6024875-2	20665500	1
6024875-3	20665500	1
6025454-1	25978839	1
6025454-2	25978839	1
6025476-1	15912309	1
6025476-1	3478077	1
6025476-1	6932954	1
6025733-1	15327384	1
6025822-1	17118207	2
6025822-1	8354804	1
6025822-1	24428225	1
6025822-1	29954429	2
6025831-1	22382289	1
6026343-1	31711495	2
6026343-1	29958547	2
6026501-1	22591293	1
6026506-1	17973324	1
6026506-1	29960586	2
6026507-1	23261356	1
6026788-1	27031535	1
6027573-1	28153426	1
6028364-1	26847981	1
6028364-2	26847981	1
6028404-1	26604640	1
6028406-1	22407415	1
6028406-1	27392945	1
6028412-1	8371368	1
6028413-1	23788249	1
6028413-1	25547535	1
6028421-1	17620458	1
6028421-1	16177852	1
6028424-1	15975596	1
6028424-1	19897578	1
6028424-1	10050717	1
6028424-2	15975596	1
6028424-2	19897578	1
6028424-2	10050717	1
6028432-1	24102678	1
6028443-1	19506979	1
6029048-1	25661126	1
6029048-1	23332253	1
6029059-1	24833355	1
6029059-1	9808553	1
6029059-1	9058743	1
6029059-1	19766729	1
6029059-1	29970140	2
6029076-1	27325254	1
6029076-1	26077742	1
6029076-1	24827775	1
6029167-1	25481618	1
6029167-2	25481618	1
6029167-3	25481618	1
6029167-4	25481618	1
6029170-1	22004598	1
6029171-1	28544435	1
6029171-1	29305199	1
6029171-1	29966524	2
6029341-1	30902916	1
6029341-1	32269191	1
6029341-1	29970032	2
6029345-1	31791988	1
6029347-1	34775461	1
6029347-1	9686823	1
6029347-1	27371760	1
6029361-1	2487196	1
6029363-1	28703486	1
6029363-1	34259911	1
6029363-1	25647235	1
6029390-1	8026015	1
6029437-1	7586820	1
6029437-2	7586820	1
6029437-3	7586820	1
6029438-1	2306690	1
6029455-1	26373316	1
6029461-1	23141618	1
6029461-1	28343448	1
