query-id	corpus-id	score
6395427-6	18695254	1
6474058-1	32631238	0
6474058-1	25820110	0
6474058-1	28502975	0
6474058-1	27876001	0
6474058-1	32027573	0
6474058-1	20138467	0
6474058-1	33402156	0
6474058-1	23092660	0
6474058-1	26150634	0
6474058-1	15217185	0
6474058-1	11888481	0
6474058-1	24382535	0
6474058-1	17408768	0
6474058-1	24749166	0
6474058-1	28900525	0
6474058-1	33846187	0
6474058-1	8838928	1
6474058-1	9813568	0
6474058-1	34398025	0
6474058-1	27440847	0
6474058-1	33044171	0
6474058-1	30967450	0
6474058-1	17618180	1
6474058-1	24182680	0
6474058-1	20517294	0
6474058-1	31466989	0
6474058-1	10485418	0
6474058-1	23616317	0
6474058-1	27234357	0
6474058-1	24661296	0
6474058-1	17016483	0
6474058-1	26850679	0
6474058-1	30123957	0
6474058-1	25249217	0
6474058-1	29562861	0
6474058-1	24846359	0
6474058-1	21243571	0
6474058-1	11895513	0
6474058-1	31861006	0
6474058-1	32774637	0
6474058-1	31575844	0
6474058-1	32358362	0
6474058-1	17183861	0
6474058-1	24549921	0
6474058-1	22720314	0
6474058-1	29975810	0
6474058-1	34625525	0
6474058-1	1917037	0
6474058-1	27381953	0
6474058-1	19861994	0
6529526-1	21962163	1
6529526-1	19558301	0
6529526-1	20424441	1
6529526-1	25679283	1
6529526-1	19747055	1
6529526-1	18420725	0
6529526-1	32251825	0
6529526-1	21567138	0
6529526-1	20419329	0
6529526-1	10350208	0
6529526-1	27593849	0
6529526-1	12013668	0
6529526-1	26109011	0
6529526-1	16700659	0
6529526-1	14706388	0
6529526-1	19439841	0
6529526-1	18586346	0
6529526-1	14706229	0
6529526-1	7974594	0
6529526-1	25970835	1
6529526-1	24661296	1
6529526-1	8847591	0
6529526-1	21615518	0
6529526-1	29294132	0
6529526-1	24938855	1
6529526-1	29906578	0
6529526-1	18661314	0
6529526-1	12500710	0
6529526-1	29394920	0
6529526-1	17084201	0
6529526-1	23485849	0
6529526-1	24284232	0
6529526-1	8351006	0
6529526-1	24458856	0
6529526-1	18219190	0
6529526-1	34774024	0
6529526-1	31413680	0
6529526-1	29489668	0
6529526-1	10223447	0
6529526-1	31305446	0
6529526-1	24878709	0
6529526-1	11310627	0
6529526-1	18035511	0
6529526-1	32450843	1
6529526-1	1948633	0
6529526-1	25432386	0
6529526-1	8933996	0
6529526-1	21487570	0
6529526-1	29562861	0
6529526-1	22240909	0
6533988-1	21567368	1
6533988-1	21542825	0
6533988-1	26056797	0
6533988-1	7617088	1
6533988-1	30340552	1
6533988-1	29895474	1
6533988-1	24130771	1
6533988-1	21729272	1
6533988-1	7362359	0
6533988-1	7037337	1
6533988-1	18180872	0
6533988-1	17433091	1
6533988-1	14634858	1
6533988-1	2325801	1
6533988-1	15053272	1
6533988-1	10603123	0
6533988-1	23774552	0
6533988-1	17009081	1
6533988-1	33655969	1
6533988-1	15561237	0
6533988-1	27039173	0
6533988-1	33308197	0
6533988-1	11149128	1
6533988-1	15152109	1
6533988-1	9870471	1
6533988-1	30685233	0
6533988-1	7259994	0
6533988-1	7731487	0
6533988-1	21903997	0
6533988-1	1606582	0
6533988-1	20224878	0
6533988-1	31028048	1
6533988-1	11023810	0
6533988-1	18188608	0
6533988-1	3367561	0
6533988-1	17052894	1
6533988-1	15698423	1
6533988-1	30577286	0
6533988-1	24408223	1
6533988-1	18661763	1
6533988-1	30823883	1
6533988-1	22834973	0
6533988-1	25894566	0
6533988-1	31088385	1
6533988-1	29980292	0
6533988-1	10227459	0
6533988-1	10973259	0
6533988-1	23171281	0
6533988-1	18238748	1
6533988-1	29439672	0
6763404-1	30041681	1
6763404-1	27612448	1
6763404-1	12924654	1
6763404-1	21914155	0
6763404-1	22926552	0
6763404-1	24672666	0
6763404-1	16625103	1
6763404-1	24468017	1
6763404-1	26464729	0
6763404-1	22275725	0
6763404-1	19033805	0
6763404-1	30574660	0
6763404-1	28885361	1
6763404-1	20966166	1
6763404-1	33388058	0
6763404-1	8313332	0
6763404-1	23001911	1
6763404-1	14674081	0
6763404-1	25550871	1
6763404-1	19318808	0
6763404-1	28874193	0
6763404-1	25109697	0
6763404-1	22992980	0
6763404-1	12203210	0
6763404-1	10029811	0
6763404-1	24187471	0
6763404-1	31427556	0
6763404-1	9179268	0
6763404-1	25377897	0
6763404-1	15621815	0
6763404-1	1739925	0
6763404-1	17437484	0
6763404-1	18609159	0
6763404-1	30390626	0
6763404-1	10800987	0
6763404-1	23630204	0
6763404-1	22497716	0
6763404-1	12484440	0
6763404-1	21943175	0
6763404-1	28841887	1
6763404-1	29438165	0
6763404-1	26986167	1
6763404-1	9634125	0
6763404-1	16264910	0
6763404-1	17404590	0
6763404-1	15239400	0
6763404-1	31517859	0
6763404-1	29480829	0
6763404-1	8838928	0
6763404-1	24618605	0
6815289-1	22484984	1
6815289-1	21969163	1
6815289-1	15816612	1
6815289-1	17629872	1
6815289-1	23761417	1
6815289-1	9298887	1
6815289-1	31775674	1
6815289-1	25306157	0
6815289-1	30845308	1
6815289-1	28324142	0
6815289-1	27756350	1
6815289-1	30545341	1
6815289-1	27206780	0
6815289-1	11757750	1
6815289-1	18695254	1
6815289-1	30041681	1
6815289-1	17577625	1
6815289-1	29183323	1
6815289-1	32871936	1
6815289-1	8555703	1
6815289-1	27612448	1
6815289-1	23800259	1
6815289-1	14667600	0
6815289-1	17387564	0
6815289-1	21876098	0
6815289-1	22059859	1
6815289-1	32950063	1
6815289-1	26494391	1
6815289-1	33097064	1
6815289-1	20857269	1
6815289-1	12110799	1
6815289-1	14693872	1
6815289-1	12963217	1
6815289-1	8625122	1
6815289-1	29353314	1
6815289-1	26608235	1
6815289-1	18043094	1
6815289-1	17235569	1
6815289-1	21943116	1
6815289-1	29480829	1
6815289-1	28656561	1
6815289-1	24088761	0
6815289-1	30075560	1
6815289-1	27479638	1
6815289-1	26576587	0
6815289-1	17218584	1
6815289-1	22392199	1
6815289-1	16236980	1
6815289-1	21438964	0
6815289-1	17873168	0
6971944-3	31959205	1
6971944-3	17200308	1
6971944-3	15351672	0
6971944-3	8615096	1
6971944-3	7649647	0
6971944-3	19318867	0
6971944-3	14736475	0
6971944-3	21838074	0
6971944-3	22884722	1
6971944-3	16140828	1
6971944-3	10418862	0
6971944-3	18972176	0
6971944-3	2746252	0
6971944-3	7085052	0
6971944-3	7730821	0
6971944-3	6629489	0
6971944-3	27483720	1
6971944-3	20954660	1
6971944-3	17414550	1
6971944-3	10501789	1
6971944-3	27209622	1
6971944-3	15087969	1
6971944-3	30167836	1
6971944-3	23287762	1
6971944-3	18301213	1
6971944-3	21818023	1
6971944-3	12025104	0
6971944-3	21881882	0
6971944-3	23934503	0
6971944-3	34464310	1
6971944-3	7180408	0
6971944-3	24500824	0
6971944-3	7438595	0
6971944-3	29954209	1
6971944-3	11716853	1
6971944-3	16642730	0
6971944-3	16118567	1
6971944-3	2072425	1
6971944-3	16648704	0
6971944-3	15964570	0
6971944-3	8168893	0
6971944-3	23619919	0
6971944-3	16230255	0
6971944-3	24103830	1
6971944-3	27159300	0
6971944-3	3689541	0
6971944-3	19721165	0
6971944-3	2355034	0
6971944-3	28407298	1
6971944-3	27577065	1
7138425-1	32659736	0
7138425-1	32875578	0
7138425-1	10896703	0
7138425-1	34011131	0
7138425-1	23112246	0
7138425-1	23798279	0
7138425-1	32205382	0
7138425-1	9701483	0
7138425-1	29330273	0
7138425-1	22555127	0
7138425-1	32711135	0
7138425-1	12822824	0
7138425-1	32967628	0
7138425-1	30933712	0
7138425-1	28059675	0
7138425-1	7830121	0
7138425-1	11679309	0
7138425-1	26303293	0
7138425-1	25186620	0
7138425-1	10612352	0
7138425-1	24347011	0
7138425-1	18078740	0
7138425-1	31753820	0
7138425-1	23608871	0
7138425-1	24495864	0
7138425-1	11119021	0
7138425-1	32784242	0
7138425-1	27596361	0
7138425-1	12060012	0
7138425-1	28202703	0
7138425-1	25489887	0
7138425-1	25096651	0
7138425-1	16720224	0
7138425-1	30688773	0
7138425-1	16148734	0
7138425-1	19521136	0
7138425-1	14574425	0
7138425-1	30850568	0
7138425-1	31039748	0
7138425-1	28081720	1
7138425-1	17114856	0
7138425-1	23897378	0
7138425-1	32947179	0
7138425-1	21416487	0
7138425-1	33121875	0
7138425-1	25342161	0
7138425-1	2987747	0
7138425-1	27917700	0
7138425-1	10402089	0
7138425-1	15728285	0
7205359-1	9120969	0
7205359-1	20739047	0
7205359-1	20869918	0
7205359-1	9352710	0
7205359-1	16148674	1
7205359-1	17707022	0
7205359-1	15985082	0
7205359-1	10492225	0
7205359-1	17638558	0
7205359-1	21703118	0
7205359-1	29233171	0
7205359-1	8042252	0
7205359-1	11371979	0
7205359-1	11809548	0
7205359-1	32404111	0
7205359-1	15996264	0
7205359-1	16679838	0
7205359-1	22563798	0
7205359-1	25218353	0
7205359-1	32189401	0
7205359-1	12760271	0
7205359-1	29579860	0
7205359-1	11272684	0
7205359-1	23140938	0
7205359-1	22882866	0
7205359-1	15144407	0
7205359-1	10743705	0
7205359-1	29441752	0
7205359-1	29728432	0
7205359-1	29222673	0
7205359-1	28381270	0
7205359-1	23442142	0
7205359-1	31041589	0
7205359-1	17368268	0
7205359-1	18298313	0
7205359-1	20936378	0
7205359-1	16527561	0
7205359-1	3481462	0
7205359-1	9572191	0
7205359-1	28838448	0
7205359-1	6854751	0
7205359-1	11566249	0
7205359-1	27388295	1
7205359-1	17555076	0
7205359-1	9472059	0
7205359-1	26181565	0
7205359-1	1127800	0
7205359-1	9258176	0
7205359-1	23642933	0
7205359-1	18495740	0
7249276-1	17618180	1
7249276-1	34091704	1
7249276-1	28502975	1
7249276-1	16280952	0
7249276-1	33303503	1
7249276-1	24382535	1
7249276-1	32580215	1
7249276-1	19139478	1
7249276-1	26400725	1
7249276-1	21661712	1
7249276-1	10674442	1
7249276-1	25249217	1
7249276-1	14751479	1
7249276-1	26012956	1
7249276-1	33036113	1
7249276-1	22675099	1
7249276-1	29642168	1
7249276-1	17016483	1
7249276-1	33402156	1
7249276-1	24654239	1
7249276-1	27269433	1
7249276-1	16714511	0
7249276-1	32963391	0
7249276-1	32019498	1
7249276-1	17183861	0
7249276-1	34331436	0
7249276-1	27253655	0
7249276-1	32677909	1
7249276-1	33846187	1
7249276-1	22999407	1
7249276-1	33044171	1
7249276-1	28340603	1
7249276-1	20587974	1
7249276-1	33462033	1
7249276-1	32774637	1
7249276-1	25224205	0
7249276-1	9754497	0
7249276-1	33309013	1
7249276-1	23893271	1
7249276-1	32998840	0
7249276-1	2054009	1
7249276-1	1539750	1
7249276-1	32503963	1
7249276-1	17963348	0
7249276-1	15286267	0
7249276-1	27459964	1
7249276-1	30921231	0
7249276-1	32151335	1
7249276-1	24891462	1
7249276-1	33370995	0
7365775-1	26686496	1
7365775-1	3621730	1
7365775-1	11119662	1
7365775-1	15125128	1
7365775-1	32147333	1
7365775-1	27151700	1
7365775-1	32293417	1
7365775-1	17606785	1
7365775-1	20349880	1
7365775-1	14997101	1
7365775-1	22483179	0
7365775-1	34106583	1
7365775-1	19932475	1
7365775-1	19821438	1
7365775-1	20456870	1
7365775-1	8816646	1
7365775-1	18636303	1
7365775-1	20345362	1
7365775-1	21155057	1
7365775-1	309756	1
7365775-1	9165401	1
7365775-1	31732394	1
7365775-1	24549774	2
7365775-1	23629995	1
7365775-1	25277440	1
7365775-1	25281556	1
7365775-1	23273377	1
7365775-1	7742892	1
7365775-1	8354579	1
7365775-1	27836316	0
7365775-1	7642917	0
7365775-1	22751164	1
7365775-1	20887916	1
7365775-1	18811043	1
7365775-1	21420090	0
7365775-1	31674247	1
7365775-1	24038537	1
7365775-1	14642512	0
7365775-1	17472320	0
7365775-1	17536519	0
7365775-1	27844160	1
7365775-1	19696277	1
7365775-1	8537849	0
7365775-1	25457314	1
7365775-1	22071459	1
7365775-1	20373044	0
7365775-1	24996678	1
7365775-1	31847582	1
7365775-1	33779394	0
7365775-1	31355468	1
7377917-1	17618180	1
7377917-1	32774637	1
7377917-1	27716425	0
7377917-1	22354360	0
7377917-1	33309013	1
7377917-1	24120349	0
7377917-1	18715797	0
7377917-1	25245721	0
7377917-1	20587974	1
7377917-1	17016483	1
7377917-1	19139478	1
7377917-1	19734631	0
7377917-1	33402156	1
7377917-1	33036113	0
7377917-1	24661296	1
7377917-1	17465295	0
7377917-1	33846187	0
7377917-1	15793714	0
7377917-1	34774024	1
7377917-1	18358272	0
7377917-1	16021280	0
7377917-1	21834850	0
7377917-1	31008959	1
7377917-1	19861994	1
7377917-1	23893271	0
7377917-1	23865146	0
7377917-1	25997135	0
7377917-1	29724249	1
7377917-1	27269433	0
7377917-1	34091704	0
7377917-1	32221090	1
7377917-1	30407335	1
7377917-1	29728432	0
7377917-1	26422166	1
7377917-1	27994306	0
7377917-1	33827542	0
7377917-1	32225129	0
7377917-1	20459681	0
7377917-1	26150634	0
7377917-1	19733092	0
7377917-1	33663455	1
7377917-1	18174803	1
7377917-1	28683785	1
7377917-1	28340603	1
7377917-1	19757695	1
7377917-1	14508212	1
7377917-1	29549883	1
7377917-1	8838928	1
7377917-1	32027573	0
7377917-1	15785142	0
7463383-1	27055712	0
7463383-1	23837759	0
7463383-1	30961608	1
7463383-1	33075318	0
7463383-1	28040715	0
7463383-1	8826912	0
7463383-1	17666129	0
7463383-1	33663455	1
7463383-1	27549622	0
7463383-1	18619785	0
7463383-1	33036113	0
7463383-1	11020172	0
7463383-1	23038234	0
7463383-1	24532524	0
7463383-1	22056892	0
7463383-1	19261407	0
7463383-1	33530198	0
7463383-1	12395994	0
7463383-1	25123575	0
7463383-1	11735690	0
7463383-1	33302999	0
7463383-1	19419920	0
7463383-1	33235059	0
7463383-1	17963348	0
7463383-1	10789416	0
7463383-1	19877193	0
7463383-1	10764121	0
7463383-1	25889574	0
7463383-1	25873549	0
7463383-1	16758100	0
7463383-1	2730268	0
7463383-1	8445918	0
7463383-1	28844204	0
7463383-1	16446530	0
7463383-1	8486039	0
7463383-1	16354343	0
7463383-1	33402156	1
7463383-1	27977587	0
7463383-1	1880535	0
7463383-1	25073898	0
7463383-1	30871394	0
7463383-1	19111441	0
7463383-1	33846187	0
7463383-1	26578116	0
7463383-1	10213256	0
7463383-1	30206164	0
7463383-1	32097114	0
7463383-1	28391188	0
7463383-1	25852295	1
7463383-1	26365150	0
7530230-1	23401224	0
7530230-1	32886654	0
7530230-1	26227396	0
7530230-1	3343656	0
7530230-1	32955993	0
7530230-1	23414901	0
7530230-1	9703603	0
7530230-1	25568557	0
7530230-1	32629635	0
7530230-1	16400360	0
7530230-1	24026144	0
7530230-1	21298524	0
7530230-1	24619293	0
7530230-1	24415880	0
7530230-1	11444318	0
7530230-1	21706334	0
7530230-1	28285596	0
7530230-1	28271357	0
7530230-1	25937595	1
7530230-1	23914945	0
7530230-1	33317478	0
7530230-1	25511753	0
7530230-1	25127439	0
7530230-1	19506979	0
7530230-1	33111451	0
7530230-1	26531207	0
7530230-1	29151240	0
7530230-1	26071239	0
7530230-1	9530049	0
7530230-1	31885033	0
7530230-1	16640519	0
7530230-1	18358272	0
7530230-1	22008628	0
7530230-1	14644280	0
7530230-1	21042802	0
7530230-1	27583866	0
7530230-1	26781528	0
7530230-1	9893240	0
7530230-1	28529538	0
7530230-1	21822555	0
7530230-1	18762401	0
7530230-1	31770257	0
7530230-1	32778636	0
7530230-1	24935179	0
7530230-1	22179479	0
7530230-1	28614170	0
7530230-1	22561782	0
7530230-1	19081482	0
7530230-1	27079191	0
7530230-1	22409993	0
7541294-1	27234357	1
7541294-1	8758345	1
7541294-1	24382535	1
7541294-1	21947692	1
7541294-1	21095485	1
7541294-1	11956855	0
7541294-1	31804331	1
7541294-1	24224976	1
7541294-1	24661296	1
7541294-1	29307273	1
7541294-1	23339205	1
7541294-1	27876028	1
7541294-1	23458177	0
7541294-1	23599811	1
7541294-1	24289960	1
7541294-1	22472806	1
7541294-1	22720314	1
7541294-1	11895513	1
7541294-1	32615925	1
7541294-1	26181565	1
7541294-1	27381953	1
7541294-1	22644982	1
7541294-1	11149128	1
7541294-1	19602822	1
7541294-1	29642168	1
7541294-1	30654754	1
7541294-1	12389340	1
7541294-1	10961497	1
7541294-1	15217185	0
7541294-1	22897466	0
7541294-1	20731847	0
7541294-1	17965986	1
7541294-1	29562861	1
7541294-1	27459964	1
7541294-1	20587974	1
7541294-1	22344777	1
7541294-1	2543853	1
7541294-1	17054551	0
7541294-1	32712881	1
7541294-1	16651226	1
7541294-1	3490232	1
7541294-1	33045880	1
7541294-1	34032768	0
7541294-1	30373645	1
7541294-1	31088385	0
7541294-1	17472680	1
7541294-1	27387824	1
7541294-1	26422166	1
7541294-1	20517294	1
7541294-1	18787367	0
7580380-1	26391785	0
7580380-1	8913083	0
7580380-1	29562861	0
7580380-1	24661296	1
7580380-1	9290707	0
7580380-1	20587974	0
7580380-1	34426567	0
7580380-1	20873450	0
7580380-1	11059659	0
7580380-1	8271021	0
7580380-1	23893271	0
7580380-1	11148082	0
7580380-1	21123983	0
7580380-1	33376233	0
7580380-1	7692324	0
7580380-1	21150065	0
7580380-1	29039154	0
7580380-1	12760499	0
7580380-1	20508359	0
7580380-1	22561782	0
7580380-1	27367986	0
7580380-1	28502975	0
7580380-1	19902386	0
7580380-1	22843419	0
7580380-1	30554774	0
7580380-1	27381953	0
7580380-1	15119662	0
7580380-1	16720224	0
7580380-1	33743657	0
7580380-1	25572646	0
7580380-1	33120796	0
7580380-1	30407335	0
7580380-1	20836399	0
7580380-1	34224551	0
7580380-1	33846187	0
7580380-1	17618180	0
7580380-1	22675099	0
7580380-1	11059660	0
7580380-1	31575844	0
7580380-1	16023537	0
7580380-1	30653173	0
7580380-1	29642168	0
7580380-1	8355849	0
7580380-1	8876720	0
7580380-1	30797913	0
7580380-1	20445476	0
7580380-1	20828301	0
7580380-1	7743579	0
7580380-1	28361365	0
7580380-1	19530510	0
7678886-1	21416487	1
7678886-1	30621547	1
7678886-1	17419829	0
7678886-1	29272336	0
7678886-1	22669927	1
7678886-1	18698010	0
7678886-1	26142944	0
7678886-1	34115012	1
7678886-1	12915084	0
7678886-1	26922283	1
7678886-1	23112259	0
7678886-1	25970835	1
7678886-1	21190901	0
7678886-1	10541231	0
7678886-1	17479076	0
7678886-1	17876255	0
7678886-1	18248445	0
7678886-1	11679309	0
7678886-1	1900790	0
7678886-1	17950011	0
7678886-1	34011131	0
7678886-1	19191828	0
7678886-1	2543853	0
7678886-1	25579413	0
7678886-1	25880994	0
7678886-1	24433363	0
7678886-1	28452654	0
7678886-1	19948304	0
7678886-1	12222557	0
7678886-1	31398657	1
7678886-1	26422166	0
7678886-1	32535682	0
7678886-1	15917264	0
7678886-1	23112246	0
7678886-1	16091878	1
7678886-1	24726506	0
7678886-1	7967784	0
7678886-1	23313527	0
7678886-1	28935354	0
7678886-1	10612352	0
7678886-1	22126669	0
7678886-1	27737869	0
7678886-1	30407357	0
7678886-1	10421562	0
7678886-1	1395348	0
7678886-1	9660011	0
7678886-1	33019461	0
7678886-1	24315538	0
7678886-1	23962100	0
7678886-1	11119021	0
7686845-2	34635631	1
7686845-2	32814650	1
7686845-2	32511692	1
7686845-2	32677909	1
7686845-2	32998840	1
7686845-2	33995781	1
7686845-2	24382535	1
7686845-2	34170328	1
7686845-2	32151335	1
7686845-2	33846187	1
7686845-2	32439816	0
7686845-2	33092563	1
7686845-2	34231456	1
7686845-2	33645461	1
7686845-2	33742229	1
7686845-2	34775461	1
7686845-2	32227758	1
7686845-2	32719688	0
7686845-2	33761897	1
7686845-2	32598831	1
7686845-2	33522901	1
7686845-2	34013488	1
7686845-2	32760407	0
7686845-2	32592396	1
7686845-2	32430957	1
7686845-2	32524227	1
7686845-2	32900744	0
7686845-2	32503662	1
7686845-2	32888288	1
7686845-2	32852324	1
7686845-2	32980228	0
7686845-2	34969371	0
7686845-2	28801329	1
7686845-2	32580215	0
7686845-2	32637987	1
7686845-2	32081636	0
7686845-2	33321195	0
7686845-2	33371000	0
7686845-2	32087689	0
7686845-2	22143818	0
7686845-2	32329881	1
7686845-2	34331436	1
7686845-2	33309013	1
7686845-2	32853434	1
7686845-2	33070911	0
7686845-2	31014402	0
7686845-2	32398569	1
7686845-2	33584720	0
7686845-2	32598830	1
7686845-2	32620220	0
7687846-1	26152900	1
7687846-1	9329469	1
7687846-1	24661296	1
7687846-1	24458856	1
7687846-1	17021711	0
7687846-1	28669652	1
7687846-1	28525971	1
7687846-1	32871929	1
7687846-1	33592875	1
7687846-1	34842485	1
7687846-1	19834393	0
7687846-1	11895513	1
7687846-1	14740271	1
7687846-1	21029812	1
7687846-1	32481296	1
7687846-1	32535050	1
7687846-1	8628862	0
7687846-1	30461650	1
7687846-1	27018428	0
7687846-1	31240119	1
7687846-1	16229089	1
7687846-1	29550600	0
7687846-1	18427657	1
7687846-1	32450843	1
7687846-1	31169694	1
7687846-1	32587452	1
7687846-1	9094057	1
7687846-1	19370308	0
7687846-1	28265722	0
7687846-1	23427521	0
7687846-1	30402746	1
7687846-1	33694334	1
7687846-1	26774370	1
7687846-1	27586173	0
7687846-1	24835808	0
7687846-1	29480881	1
7687846-1	31577696	1
7687846-1	23159970	1
7687846-1	25432386	1
7687846-1	12714144	0
7687846-1	1192359	0
7687846-1	15961943	1
7687846-1	29550045	0
7687846-1	27177173	1
7687846-1	24438445	0
7687846-1	26893038	1
7687846-1	29562861	1
7687846-1	29701396	1
7687846-1	19008688	0
7687846-1	33349014	0
7813979-1	25467933	0
7813979-1	26021273	1
7813979-1	27020436	1
7813979-1	16462454	0
7813979-1	16140796	0
7813979-1	32633453	1
7813979-1	29199087	1
7813979-1	34313668	0
7813979-1	18056496	0
7813979-1	34034743	0
7813979-1	19239866	0
7813979-1	16190088	0
7813979-1	32356947	0
7813979-1	30715025	0
7813979-1	15590855	0
7813979-1	11932598	1
7813979-1	23542725	0
7813979-1	21302577	1
7813979-1	16818967	0
7813979-1	33534263	1
7813979-1	28424851	1
7813979-1	20506946	0
7813979-1	18519320	0
7813979-1	26797000	0
7813979-1	28684229	0
7813979-1	29995660	0
7813979-1	11503114	0
7813979-1	10466646	0
7813979-1	26422240	1
7813979-1	21881882	0
7813979-1	26202018	0
7813979-1	25795428	1
7813979-1	24070692	0
7813979-1	17484959	1
7813979-1	11112186	0
7813979-1	32672724	0
7813979-1	30389310	0
7813979-1	22245817	0
7813979-1	28178094	0
7813979-1	9973976	0
7813979-1	26709814	0
7813979-1	9234879	0
7813979-1	15800521	0
7813979-1	27489319	0
7813979-1	27015408	1
7813979-1	16510820	0
7813979-1	28657571	0
7813979-1	25146001	0
7813979-1	9384421	0
7813979-1	20179186	0
3009623-1	24237454	0
3009623-1	17958580	0
3009623-1	24502312	0
3009623-1	19939758	0
3009623-1	23418720	0
3009623-1	27347634	0
3009623-1	19175371	0
3009623-1	12545112	0
3009623-1	32741903	0
3009623-1	19342391	0
3009623-1	15854093	0
3009623-1	31246819	0
3009623-1	16163087	0
3009623-1	31441500	0
3009623-1	19699700	0
3009623-1	19271380	0
3009623-1	30422367	0
3009623-1	34629078	0
3009623-1	18305985	0
3009623-1	30387335	0
3009623-1	31439550	0
3009623-1	477070	0
3009623-1	11743380	0
3009623-1	27381251	0
3009623-1	31441893	0
3009623-1	23185073	0
3009623-1	28658462	0
3009623-1	30483937	0
3009623-1	8839717	0
3009623-1	12403094	0
3009623-1	33966730	0
3009623-1	17108416	0
3009623-1	24336931	0
3009623-1	29353906	0
3009623-1	12781893	0
3009623-1	11466629	0
3009623-1	2178718	0
3009623-1	21426541	0
3009623-1	30577832	0
3009623-1	8076076	0
3009623-1	1410027	0
3009623-1	17349591	0
3009623-1	10207961	0
3009623-1	29047002	0
3009623-1	31183953	0
3009623-1	17592699	0
3009623-1	29245303	1
3009623-1	8273633	0
3009623-1	17567928	0
3009623-1	15231459	0
3407741-1	28142350	1
3407741-1	12879714	0
3407741-1	25457314	1
3407741-1	32293417	0
3407741-1	34246909	0
3407741-1	24038537	0
3407741-1	24855965	1
3407741-1	12571504	0
3407741-1	31847582	0
3407741-1	29661070	1
3407741-1	19121727	0
3407741-1	19696277	0
3407741-1	28179058	1
3407741-1	18174803	1
