query-id	corpus-id	score
4834819-1	20494814	1
5965207-1	8323848	1
5965207-1	9128777	1
5965207-1	6854870	1
5965207-1	7854835	1
4166645-1	15452813	1
4166645-1	24366709	1
4166645-1	19398191	1
5405907-3	20863769	1
5405907-3	16314707	1
5914128-1	28362646	1
7927542-1	32193638	1
7474539-1	6684403	1
2655737-2	17238810	1
2655737-2	15220739	1
5264488-5	19076470	1
5264488-5	24897964	1
5264488-5	17656118	1
5264488-5	30475920	1
5357925-1	6578477	1
5357925-1	6584818	1
5357925-1	16053848	1
5357925-1	11707848	1
5357925-1	3821348	1
7138425-1	19266702	1
7138425-1	22835573	1
7249276-1	31986264	1
6176981-2	1772678	1
6176981-2	24225339	1
6176981-2	20697180	1
8634069-1	12771759	1
8634069-1	16012779	1
8634069-1	2835216	1
8634069-1	17849380	1
6114742-1	25283612	1
6114742-1	26795410	1
6114742-1	2272682	1
6114742-1	17159449	1
7532060-2	31711337	1
7532060-2	23039051	1
7532060-2	25824483	1
7532060-2	32004164	1
7532060-2	29150886	1
7532060-2	25832652	1
7532060-2	29279479	1
7532060-2	27832516	1
7931750-1	27167311	1
5494397-1	21421082	1
5494397-1	17804441	1
5494397-1	10369848	1
5494397-1	21895727	1
5494397-1	11319196	1
5264488-7	19076470	1
5264488-7	24897964	1
5264488-7	17656118	1
5264488-7	30475920	1
4205260-2	9724116	1
4205260-2	10981744	1
4898337-1	21493742	1
5494800-1	32231666	1
5494800-1	18039390	1
5494800-1	9756803	1
4672594-1	19174816	1
4672594-1	22000795	1
5921440-1	11022137	1
5921440-1	9186248	1
6109193-1	11462198	1
3276999-1	8326492	1
3276999-1	15691356	1
3276999-1	15690370	1
2874920-1	27769184	1
2874920-1	19066976	1
2874920-1	2202310	1
2874920-1	11361182	1
2874920-1	18609159	1
2874920-1	18284262	1
8283861-1	17481592	1
8283861-1	20170589	1
8283861-1	24576988	1
8283861-1	23649609	1
8283861-1	24828898	1
8283861-1	26969684	1
6529526-1	16960096	1
6529526-1	10753995	1
6529526-1	11883839	1
6529526-1	21962163	1
6529526-1	25136259	1
6529526-1	18166708	1
6529526-1	26194931	1
6529526-1	21615518	1
3184741-1	1303629	1
3184741-1	9664610	1
3184741-1	10635279	1
3184741-1	9086898	1
3724487-1	28166724	1
3724487-1	8440433	1
3724487-1	15668785	1
3724487-1	9531313	1
3724487-1	7151337	1
3724487-1	27596164	2
3724487-1	16641928	1
3724487-1	6217004	1
7686845-2	32439816	1
7382652-3	22829074	1
7382652-3	18950759	1
7382652-3	8129407	1
7382652-3	12582385	1
8534410-1	32667283	1
8534410-1	32171952	1
8534410-1	32446305	1
8534410-1	32411943	1
8534410-1	34407940	1
8534410-1	33965796	1
2882552-1	12955347	1
2882552-1	12172223	1
4777948-6	17397753	1
4777948-6	9143887	1
4777948-6	11196353	1
4164124-1	22302627	1
4164124-1	12509719	1
4164124-1	21043569	1
5964212-3	22445870	1
5964212-3	3706310	1
5964212-3	26913496	1
7530230-1	18039396	1
